id_entidad,entidad,categoria,regimen,n,mediana,p25,p75,maximo,masa_mensual
11866,Municipalidad Provincial de Islay (MPI),Municipalidad,Ley Servir,1,1677,1677.11,1677.11,1677,1677
11373,Municipalidad Distrital de Cochorco (MD-COCHORCO),Municipalidad,Ley Servir,1,11104,11104.42,11104.42,11104,11104
11551,Municipalidad Distrital de El Tallan,Municipalidad,Ley Servir,1,9400,9400.0,9400.0,9400,9400
10941,Municipalidad Distrital de La Punta (MDLP),Municipalidad,Ley Servir,1,11210,11210.42,11210.42,11210,11210
10065,Municipalidad Distrital de Lurigancho-Chosica (MDLCH),Municipalidad,Ley Servir,1,11400,11400.0,11400.0,11400,11400
10067,Municipalidad Distrital de Magdalena del Mar - LIMA (MDMM),Municipalidad,Ley Servir,1,9,9.0,9.0,9,9
11597,Municipalidad Distrital de Querecotillo - Piura (MDQ - QUERECOTILLO),Municipalidad,Ley Servir,1,6517,6517.19,6517.19,6517,6517
11168,Municipalidad Distrital de Ranrahirca (MDR),Municipalidad,CAS,1,1700,1700.0,1700.0,1700,1700
11168,Municipalidad Distrital de Ranrahirca (MDR),Municipalidad,Ley Servir,1,4352,4352.21,4352.21,4352,4352
10493,Municipalidad Distrital de Sachaca (MDS),Municipalidad,Ley Servir,1,7805,7805.21,7805.21,7805,7805
11931,Municipalidad Distrital de San Antonio de Antaparco (MD-SAN ANTONIO),Municipalidad,Ley Servir,1,3605,3605.21,3605.21,3605,3605
11437,Municipalidad Distrital de San José - Lambayeque (MDSJ),Municipalidad,CAS,1,1400,1400.0,1400.0,1400,1400
13243,Municipalidad Distrital de San Miguel (MDSM),Municipalidad,CAS,1,1200,1200.0,1200.0,1200,1200
11696,Municipalidad Distrital de Santa Rosa - Melgar (MDSantaRosa),Municipalidad,CAS,1,3000,3000.0,3000.0,3000,3000
10165,Municipalidad Distrital de Supe (MDS),Municipalidad,Ley Servir,1,12904,12904.42,12904.42,12904,12904
11758,Municipalidad Distrital de Ticaco (MDT),Municipalidad,Ley Servir,1,3300,3300.0,3300.0,3300,3300
10942,Municipalidad Distrital de Ventanilla (MDV),Municipalidad,Ley Servir,1,11400,11400.0,11400.0,11400,11400
10503,Municipalidad Distrital de Yanahuara (MD-YANAHUARA),Municipalidad,Ley Servir,1,7500,7500.0,7500.0,7500,7500
12100,Municipalidad Provincial de Julcan (MP-JULCAN),Municipalidad,Ley Servir,1,14794,14793.62,14793.62,14794,14794
14190,Dirección Regional de Trabajo y Promoción del Empleo San Martin (DRTPE-SM),Organismo público,CAS,1,2800,2800.0,2800.0,2800,2800
18613,UNIDAD EJECUTORA EDUCACIÓN YAULI LA OROYA (UEE YAULI - LA OROYA),Organismo público,CAS,1,4,4.0,4.0,4,4
14284,Servicio Nacional de Certificación Ambiental para las Inversiones Sostenibles (Senace),Organismo público,Ley Servir,1,25000,25000.0,25000.0,25000,25000
10070,Municipalidad Distrital de Pachacámac (MDPACHACAMAC),Municipalidad,Ley Servir,1,9405,9405.21,9405.21,9405,9405
12093,Municipalidad Distrital de Palca (MD-PALCA),Municipalidad,Ley Servir,1,4953,4953.0,4953.0,4953,4953
10228,Municipalidad Distrital de Pamparomas (MD-Pamparomas),Municipalidad,Ley Servir,1,5200,5200.0,5200.0,5200,5200
10074,Municipalidad Distrital de Punta Negra (MDPN),Municipalidad,Ley Servir,1,5400,5400.0,5400.0,5400,5400
10494,Municipalidad Distrital de Sabandia (MDS),Municipalidad,Ley Servir,1,5005,5005.21,5005.21,5005,5005
10083,Municipalidad Distrital de San Juan de Miraflores - LIMA (SJM),Municipalidad,Ley Servir,1,13512,13512.21,13512.21,13512,13512
10089,Municipalidad Distrital de San Martín de Porres (MDSMP),Municipalidad,Ley Servir,1,13260,13260.0,13260.0,13260,13260
10113,Municipalidad Distrital de Santa María del Mar (MDSMM),Municipalidad,Ley Servir,1,3450,3450.0,3450.0,3450,3450
11288,Municipalidad Distrital de Tapo,Municipalidad,CAS,1,1600,1600.0,1600.0,1600,1600
11779,Municipalidad Distrital de Yarinacocha (MDY),Municipalidad,Ley Servir,1,9253,9253.0,9253.0,9253,9253
12200,Municipalidad Provincial de Bellavista (MP-BELLAVISTA),Municipalidad,Ley Servir,1,15400,15400.0,15400.0,15400,15400
11868,Municipalidad Provincial de Huamanga (MP-HUAMANGA),Municipalidad,Ley Servir,1,11705,11705.21,11705.21,11705,11705
12063,Municipalidad Provincial de Lauricocha (MPL),Municipalidad,Altos Funcionarios,1,6400,6400.0,6400.0,6400,6400
11845,Municipalidad Provincial de Pomabamba (MPP),Municipalidad,Ley Servir,1,5055,5054.95,5054.95,5055,5055
12092,Municipalidad Provincial de Tarma (MPT),Municipalidad,Ley Servir,1,9352,9352.21,9352.21,9352,9352
11823,Municipalidad Provincial de Utcubamba (MP-UTCUBAMBA),Municipalidad,Altos Funcionarios,1,8700,8700.0,8700.0,8700,8700
11823,Municipalidad Provincial de Utcubamba (MP-UTCUBAMBA),Municipalidad,Ley Servir,1,9100,9100.0,9100.0,9100,9100
12785,Proyecto Especial Chira - Piura (PECHP - Piura),Organismo público,CAS,1,2588,2588.0,2588.0,2588,2588
14282,Servicio Nacional Forestal y de Fauna Silvestre (SERFOR),Organismo público,Ley Servir,1,33333,33333.33,33333.33,33333,33333
